text,label
Regulators review promising pharmaceutical treatment for diabetes,Pharma_Drug
National strategy focuses on improving hospital funding access,Health_Policy
Scientists identify biomarker linked to tuberculosis progression,Medical_Research
National strategy focuses on improving health insurance access,Health_Policy
Researchers report promising findings in tuberculosis treatment study,Medical_Research
Regulators review promising pharmaceutical treatment for Alzheimer's disease,Pharma_Drug
Regulators review promising pharmaceutical treatment for asthma,Pharma_Drug
Clinical trial shows encouraging results for patients with diabetes,Medical_Research
Officials expand surveillance as cholera infections increase across Brazil,Disease_Outbreak
Drugmaker announces late-stage trial success for Alzheimer's disease medicine,Pharma_Drug
Officials expand surveillance as typhoid infections increase across Thailand,Disease_Outbreak
Drugmaker announces late-stage trial success for heart disease medicine,Pharma_Drug
Drugmaker announces late-stage trial success for diabetes medicine,Pharma_Drug
National strategy focuses on improving health insurance access,Health_Policy
Health ministry unveils updated framework for drug pricing,Health_Policy
Biotech company expands production of medication used for tuberculosis,Pharma_Drug
Government announces new health insurance policy after expert review,Health_Policy
Clinical trial shows encouraging results for patients with diabetes,Medical_Research
Researchers report promising findings in heart disease treatment study,Medical_Research
Drugmaker announces late-stage trial success for Alzheimer's disease medicine,Pharma_Drug
Government announces new health insurance policy after expert review,Health_Policy
Drugmaker announces late-stage trial success for cancer medicine,Pharma_Drug
Regulators review promising pharmaceutical treatment for cancer,Pharma_Drug
National strategy focuses on improving health insurance access,Health_Policy
National strategy focuses on improving vaccination access,Health_Policy
Public health teams respond to suspected dengue outbreak in Vietnam,Disease_Outbreak
Regulators review promising pharmaceutical treatment for Alzheimer's disease,Pharma_Drug
Regulators review promising pharmaceutical treatment for cancer,Pharma_Drug
Scientists identify biomarker linked to tuberculosis progression,Medical_Research
Moderna receives approval for new therapy targeting cancer,Pharma_Drug
AstraZeneca receives approval for new therapy targeting tuberculosis,Pharma_Drug
Public health teams respond to suspected malaria outbreak in Brazil,Disease_Outbreak
Government announces new drug pricing policy after expert review,Health_Policy
AstraZeneca receives approval for new therapy targeting tuberculosis,Pharma_Drug
Scientists identify biomarker linked to asthma progression,Medical_Research
Lawmakers debate reforms to strengthen vaccination programs,Health_Policy
Scientists identify biomarker linked to asthma progression,Medical_Research
National strategy focuses on improving drug pricing access,Health_Policy
Public health teams respond to suspected cholera outbreak in Vietnam,Disease_Outbreak
Health ministry unveils updated framework for mental health,Health_Policy
Health ministry unveils updated framework for mental health,Health_Policy
Health ministry unveils updated framework for health insurance,Health_Policy
Government announces new health insurance policy after expert review,Health_Policy
Government announces new health insurance policy after expert review,Health_Policy
Hospitals report pressure from growing typhoid admissions in Peru,Disease_Outbreak
Health ministry unveils updated framework for disease surveillance,Health_Policy
health ministry warns of rising typhoid cases in Peru,Disease_Outbreak
Hospitals report pressure from growing mpox admissions in Vietnam,Disease_Outbreak
Clinical trial shows encouraging results for patients with cancer,Medical_Research
Hospitals report pressure from growing typhoid admissions in Peru,Disease_Outbreak
Clinical trial shows encouraging results for patients with asthma,Medical_Research
Clinical trial shows encouraging results for patients with asthma,Medical_Research
Government announces new drug pricing policy after expert review,Health_Policy
Government announces new mental health policy after expert review,Health_Policy
New research explores AI tools for detecting heart disease earlier,Medical_Research
New research explores AI tools for detecting heart disease earlier,Medical_Research
Clinical trial shows encouraging results for patients with heart disease,Medical_Research
Hospitals report pressure from growing bird flu admissions in Brazil,Disease_Outbreak
Novartis receives approval for new therapy targeting cancer,Pharma_Drug
Researchers report promising findings in diabetes treatment study,Medical_Research
Regulators review promising pharmaceutical treatment for cancer,Pharma_Drug
Clinical trial shows encouraging results for patients with heart disease,Medical_Research
Officials expand surveillance as zika infections increase across Thailand,Disease_Outbreak
New research explores AI tools for detecting heart disease earlier,Medical_Research
Scientists identify biomarker linked to cancer progression,Medical_Research
Public health teams respond to suspected zika outbreak in Brazil,Disease_Outbreak
Hospitals report pressure from growing malaria admissions in Nigeria,Disease_Outbreak
Health ministry unveils updated framework for hospital funding,Health_Policy
New research explores AI tools for detecting Alzheimer's disease earlier,Medical_Research
Drugmaker announces late-stage trial success for diabetes medicine,Pharma_Drug
Researchers report promising findings in heart disease treatment study,Medical_Research
Biotech company expands production of medication used for heart disease,Pharma_Drug
Scientists identify biomarker linked to asthma progression,Medical_Research
Biotech company expands production of medication used for heart disease,Pharma_Drug
Hospitals report pressure from growing malaria admissions in Thailand,Disease_Outbreak
Lawmakers debate reforms to strengthen mental health programs,Health_Policy
